Country,Country_Code,Year,Value,UNIT_MEASURE,OBS_STATUS,Indicator,Indicator_Code,processed_at,indicator_clean,connection_type
France,FRA,2018,82.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2017,80.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2016,79.3,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2015,78.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2014,83.8,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2013,81.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2012,81.4,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2011,77.8,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2010,77.3,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2009,71.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2008,70.7,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2007,66.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2006,46.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2005,42.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2004,39.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2003,36.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2002,30.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2001,26.3,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
France,FRA,2000,14.3,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2024,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2023,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2022,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2021,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2020,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2019,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2018,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2017,72.7,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2016,68.4,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2015,64.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2014,60.7,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2013,56.8,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2012,52.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2011,49.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2010,49.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2009,44.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2008,33.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2007,28.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2006,25.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2005,21.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2004,17.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2003,14.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2002,8.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2001,6.25,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
French Polynesia,PYF,2000,6.36,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2024,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2023,71.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2022,70.7,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2021,68.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2020,63.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2019,59.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2018,55.4,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2017,51.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2016,48.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2015,45.8,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2014,38.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2013,30.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2012,24.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2011,18.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2010,13.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2009,9.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2008,7.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2007,5.77,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2006,5.49,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2005,4.89,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2004,2.98,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2003,2.66,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2002,1.94,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2001,1.35,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Gabon,GAB,2000,1.22,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2024,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2023,45.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2022,44.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2021,37.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2020,34.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2019,31.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2018,28.3,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2017,22.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2016,19.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2015,17.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2014,15.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2013,14.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2012,12.4,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2011,10.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2010,9.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2009,7.63,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2008,6.88,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2007,6.21,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2006,5.24,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2005,3.8,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2004,3.31,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2003,2.44,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2002,1.8,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2001,1.34,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
"Gambia, The",GMB,2000,0.922,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2024,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2023,81.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2022,78.7,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2021,76.4,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2020,72.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2019,68.8,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2018,62.7,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2017,59.7,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2016,58.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2015,47.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2014,49.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2013,43.3,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2012,36.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2011,31.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2010,26.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2009,20.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2008,10.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2007,8.26,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2006,7.53,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2005,6.08,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2004,3.89,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2003,2.56,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2002,1.59,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2001,0.992,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Georgia,GEO,2000,0.485,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2024,93.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2023,92.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2022,91.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2021,91.4,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2020,89.8,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2019,88.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2018,87.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2017,84.4,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2016,84.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2015,87.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2014,86.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2013,84.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2012,82.4,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2011,81.3,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2010,82.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2009,79.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2008,78.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2007,75.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2006,72.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2005,68.7,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2004,64.7,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2003,55.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2002,48.8,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2001,31.7,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Germany,DEU,2000,30.2,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2024,,Percentage,Missing,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2023,69.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2022,69.4,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2021,68.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2020,62.5,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2019,22.1,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2018,43.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2017,37.9,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2016,28.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2015,23.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2014,19.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2013,15.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2012,10.6,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2011,9.0,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2010,7.8,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2009,5.44,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2008,4.27,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2007,3.85,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2006,2.72,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2005,1.83,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2004,1.72,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2003,1.19,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
Ghana,GHA,2002,0.83,Percentage,Regular,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025-09-30 18:52:59,Individuals using the Internet (% of population),unknown
